"","X1","uniqueID","emerg.date","phen.1","itero.per?","date.1","stem.diam.1","height.1","total.branch.1","longest.leaf.1","buds.1","flrs.1","fruits.1","longest.fruit.1","notes.1","herb.1","protocol.notes.1","phen.2","date.2","stem.diam.2","height.2","total.branch.2","longest.leaf.2","buds.2","flrs.2","fruits.2","longest.fruit.2","notes.2","herb.2","protocol.notes.2","phen.3","date.3","stem.diam.3","height.3","total.branch.3","longest.leaf.3","buds.3","flrs.3","fruits.3","longest.fruit.3","notes.3","herb.3","protocol.notes.3","phen.4","date.4","stem.diam.4","height.4","total.branch.4","longest.leaf.4","buds.4","flrs.4","fruits.4","longest.fruit.4","notes.4","herb.4","protocol.notes.4","date.5","phen.5","stem.diam.5","height.5","total.branch.5","longest.leaf.5","buds.5","flrs.5","fruits.5","longest.fruit.5","notes.5","herb.5","protocol.notes.5","date.6","phen.6","stem.diam.6","height.6","total.branch.6","longest.leaf.6","buds.6","flrs.6","fruits.6","longest.fruit.6","notes.6","herb.6","protocol.notes.6","date.7","phen.7","stem.diam.7","height.7","total.branch.7","longest.leaf.7","buds.7","flrs.7","fruits.7","longest.fruit.7","notes.7","herb.7","date.8","phen.8","stem.diam.8","height.8","total.branch.8","longest.leaf.8","buds.8","flrs.8","fruits.8","longest.fruit.8","canopy.width.8","notes.8","herb.8","itero.per","emerg.date.x","date_01.07.2018","phen_01.07.2018","stem.diam_01.07.2018","height_01.07.2018","total.branch_01.07.2018","longest.leaf_01.07.2018","buds_01.07.2018","flrs_01.07.2018","fruits_01.07.2018","longest.fruit_01.07.2018","herb_01.07.2018","notes_01.07.2018","protocol.notes_01.07.2018","canopy.width.largest.rosette_10.07.2018","date_18.07.2018","phen_18.07.2018","stem.diam_18.07.2018","height_18.07.2018","total.branch_18.07.2018","longest.leaf_18.07.2018","buds_18.07.2018","flrs_18.07.2018","fruits_18.07.2018","longest.fruit_18.07.2018","notes_18.07.2018","herb_18.07.2018","protocol.notes_18.07.2018","date_05.08.2018","phen_05.08.2018","stem.diam_05.08.2018","height_05.08.2018","total.branch_05.08.2018","longest.leaf_05.08.2018","buds_05.08.2018","flrs_05.08.2018","fruits_05.08.2018","longest.fruit_05.08.2018","notes_05.08.2018","herb_05.08.2018","protocol.notes_05.08.2018","date_27.08.2018","phen_27.08.2018","height_27.08.2018","total.branch_27.08.2018","longest.leaf_27.08.2018","buds_27.08.2018","flrs_27.08.2018","fruits_27.08.2018","longest.fruit_27.08.2018","notes_27.08.2018","herb_27.08.2018","protocol.notes_27.08.2018","date_10.07.2018","phen_10.07.2018","height_10.07.2018","total.branch_10.07.2018","longest.leaf_10.07.2018","buds_10.07.2018","flrs_10.07.2018","fruits_10.07.2018","herb_10.07.2018","date_27.07.2018","site_27.07.2018","plot_27.07.2018","quad_27.07.2018","ind_27.07.2018","phen_27.07.2018","height_27.07.2018","total.branch_27.07.2018","longest.leaf_27.07.2018","flrs_27.07.2018","fruits_27.07.2018","buds_27.07.2018","notes_27.07.2018","herb_27.07.2018","protocol.notes_27.07.2018","site.x","plot.x","quad.x","ind.x","emerg.date.y","phen_16.08.2018","height_16.08.2018","total.branch_16.08.2018","longest.leaf_16.08.2018","buds_16.08.2018","flrs_16.08.2018","fruits_16.08.2018","herb_16.08.2018","notes_16.08.2018","protocol.notes_16.08.2018","site.y","plot.y","quad.y","ind.y","itero.per.19","emerg.date.19","date_25.07.2019","phen_25.07.2019","stem.diam_25.07.2019","height_25.07.2019","total.branch_25.07.2019","longest.leaf","buds_25.07.2019","flrs_25.07.2019","fruits_25.07.2019","longest.fruit_25.07.2019","herb_25.07.2019","branch.damage_25.07.2019","notes_25.07.2019","protocol.notes_25.07.2019","date_02.08.2019","phen_02.08.2019","stem.diam_02.08.2019","height_02.08.2019","total.branch_02.08.2019","longest.leaf_02.08.2019","buds_02.08.2019","flrs_02.08.2019","fruits_02.08.2019","longest.fruit_02.08.2019","herb_02.08.2019","branch.damage_02.08.2019","notes_02.08.2019","protocol.notes_02.08.2019","date_08.08.2019","phen_08.08.2019","stem.diam_08.08.2019","height_08.08.2019","total.branch_08.08.2019","longest.leaf_08.08.2019","buds_08.08.2019","flrs_08.08.2019","fruits_08.08.2019","longest.fruit_08.08.2019","herb_08.08.2019","branch.damage_08.08.2019","notes_08.08.2019","protocol.notes_08.08.2019","date_18.08.2019","phen_18.08.2019","stem.diam_18.08.2019","height_18.08.2019","total.branch_18.08.2019","longest.leaf_18.08.2019","buds_18.08.2019","flrs_18.08.2019","fruits_18.08.2019","longest.fruit_18.08.2019","herb_18.08.2019","branch.damage_18.08.2019","notes_18.08.2019","protocol.notes_18.08.2019","date_28.08.2019","phen_28.08.2019","stem.diam_28.08.2019","height_28.08.2019","total.branch_28.08.2019","longest.leaf_28.08.2019","buds_28.08.2019","flrs_28.08.2019","fruits_28.08.2019","longest.fruit_28.08.2019","herb_28.08.2019","branch.damage_28.08.2019","notes_28.08.2019","protocol.notes_28.08.2019","date_07.09.2019","phen_07.09.2019","stem.diam_07.09.2019","height_07.09.2019","total.branch_07.09.2019","longest.leaf_07.09.2019","buds_07.09.2019","flrs_07.09.2019","fruits_07.09.2019","longest.fruit_07.09.2019","herb_07.09.2019","branch.damage_07.09.2019","notes_07.09.2019","protocol.notes_07.09.2019","date_18.09.2019","phen_18.09.2019","stem.diam_18.09.2019","height_18.09.2019","total.branch_18.09.2019","longest.leaf_18.09.2019","buds_18.09.2019","flrs_18.09.2019","fruits_18.09.2019","longest.fruit_18.09.2019","herb_18.09.2019","branch.damage_18.09.2019","notes_18.09.2019","protocol.notes_18.09.2019","date_28.09.2019","phen_28.09.2019","stem.diam_28.09.2019","height_28.09.2019","total.branch_28.09.2019","longest.leaf_28.09.2019","buds_28.09.2019","flrs_28.09.2019","fruits_28.09.2019","longest.fruit_28.09.2019","herb_28.09.2019","branch.damage_28.09.2019","notes_28.09.2019","protocol.notes_28.09.2019"
"11",11,"LVTR2.5 PNA QNA #11","(8/9/17)","SX","N","8/9/17","1.64",10,1,NA,NA,NA,3,4.7,NA,NA,NA,"SX","8/15/17","1.64",10,1,NA,NA,NA,3,4.7,NA,NA,NA,"SX","8/21/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SX","8/28/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/2/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/11/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,"N","2017","7/1/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,"8 Germinants",NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/6/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/9/18","D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,"LVTR2.5 PNA QNA #12","(8/9/17)","SX","N","8/9/17","1.99",18.4,1,NA,NA,NA,5,5.7,NA,NA,NA,"SX","8/15/17","1.99",18.4,1,NA,NA,NA,5,5.7,NA,NA,NA,"SX","8/21/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SX","8/28/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/2/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/11/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","2017","7/1/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/6/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/9/18","D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,"LVTR2.5 PNA QNA #13","(8/9/17)","SX","N","8/9/17","1.83",12,3,NA,NA,NA,8,4.6,NA,NA,NA,"S","8/15/17","1.83",12,3,NA,NA,NA,8,4.6,NA,NA,NA,"SX","8/21/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SX","8/28/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/2/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/11/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/17","F",0.9,"11","6",4,2,2,0,NA,0.9,"was SX, 1 VB",NA,"N","2017","7/1/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/6/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/9/18","D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"LVTR2.5 PNA QNA #14","(8/9/17)","SX","N","8/9/17","4.08",15.5,5,NA,NA,NA,23,5.2,"meristem chopped","2b",NA,"S","8/15/17","4.08",15.5,5,NA,NA,NA,23,5.2,NA,NA,NA,"SX","8/21/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SX","8/28/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/2/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/11/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","2017","7/1/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/6/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/9/18","D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,"LVTR2.5 PNA QNA #15","(8/9/17)","SX","N","8/9/17","1.66",13.5,2,NA,NA,NA,4,5,NA,NA,NA,"S","8/15/17","1.66",13.5,2,NA,NA,NA,4,5,NA,NA,NA,"SX","8/21/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SX","8/28/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/2/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/11/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","2017","7/1/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/6/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/9/18","D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,"LVTR2.5 PNA QNA #16","(8/9/17)","SX","N","8/9/17","1.98",12,1,NA,NA,NA,5,4.7,NA,NA,NA,"SX","8/15/17","1.98",12,1,NA,NA,NA,5,4.7,NA,NA,NA,"SX","8/21/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SX","8/28/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/2/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/11/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","2017","7/1/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/6/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/9/18","D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,"LVTR2.5 PNA QNA #17","(8/9/17)","SX","N","8/9/17","2.51",11.5,4,NA,NA,NA,9,5.6,NA,NA,NA,"SX","8/15/17","2.51",11.5,4,NA,NA,NA,9,5.6,NA,NA,NA,"SX","8/21/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SX","8/28/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/2/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/11/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","2017","7/1/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/6/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/9/18","D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,"LVTR2.5 PNA QNA #18","(8/9/17)","V","N","8/9/17","1.75",4,1,1.1,NA,NA,NA,NA,NA,NA,NA,"V","8/15/17","1.75",4,1,1.1,NA,NA,NA,NA,NA,NA,NA,"V","8/21/17","1.75",4,1,1.1,NA,NA,NA,NA,NA,NA,NA,"V","8/28/17","1.75",4,1,1.1,NA,NA,NA,NA,"bolting?",NA,NA,"9/2/17","V",2,4,1,1.1,NA,NA,NA,NA,NA,NA,NA,"9/11/17","V","2","4","1","1.1",NA,NA,NA,NA,NA,NA,NA,"9/18/17","V",2,4,"1","1.1",NA,NA,NA,NA,NA,NA,"9/30/17","V",2.4,"3.3","1",1,NA,NA,NA,NA,1.4,"hervibovry, leaf damage","1a","N","2017","7/1/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/6/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/9/18","D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,"LVTR2.5 PNA QNA #19","(8/9/17)","V","N","8/9/17","1.5",3.5,1,0.6,NA,NA,NA,NA,NA,NA,NA,"V","8/15/17","1.52",3.5,1,0.6,NA,NA,NA,NA,NA,NA,NA,"V","8/21/17","1.52",3.5,1,0.6,NA,NA,NA,NA,NA,NA,NA,"V","8/28/17","1.52",3.5,1,0.6,NA,NA,NA,NA,NA,NA,NA,"9/2/17","V",1.52,3.5,1,0.6,NA,NA,NA,NA,NA,NA,NA,"9/11/17","V","1.52","3.5","1","0.6",NA,NA,NA,NA,NA,NA,NA,"9/18/17","V",1.52,3.5,"1","0.6",NA,NA,NA,NA,NA,NA,"9/30/17","V",1.44,"2.1","1",0.4,NA,NA,NA,NA,1,"notch, leaf damage",NA,"N","2017","7/1/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/6/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/9/18","D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,"LVTR2.5 PNA QNA #20","(8/9/17)","V","N","8/9/17","1.67",3.3,1,0.5,NA,NA,NA,NA,NA,NA,NA,"V","8/15/17","1.67",3.3,1,0.5,NA,NA,NA,NA,NA,NA,NA,"V","8/21/17","1.67",3.3,1,0.5,NA,NA,NA,NA,NA,NA,NA,"V","8/28/17","1.67",3.3,1,0.5,NA,NA,NA,NA,NA,NA,NA,"9/2/17","V",1.67,3.3,1,0.5,NA,NA,NA,NA,NA,NA,NA,"9/11/17","V","1.67","3.3","1","0.5",NA,NA,NA,NA,NA,NA,NA,"9/18/17","V",1.67,3.3,"1","0.5",NA,NA,NA,NA,NA,NA,"9/30/17","V",2.71,"4.1","1",0.4,NA,NA,NA,NA,0.7,"leaves broken off",NA,"N","2017","7/1/18","D",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"7/18/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/6/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"8/27/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"7/9/18","D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
